TrainStationCoach_Index,Train_Index,StationCode,StationName,StationTime,TrainCoach_Index,Ons,Offs,StationComment
15_2121_08000_01,15_2121,08000,Union Station,02:35 PM,15_2121_01,38,0,
15_2122_08000_01,15_2122,08000,Union Station,08:49 AM,15_2122_01,0,115,
15_2123_08000_01,15_2123,08000,Union Station,03:37 PM,15_2123_01,59,0,
15_2124_08000_01,15_2124,08000,Union Station,08:56 AM,15_2124_01,0,118,
15_2125_08000_01,15_2125,08000,Union Station,03:55 PM,15_2125_01,103,0,
15_2126_08000_01,15_2126,08000,Union Station,09:22 AM,15_2126_01,0,103,
15_2127_08000_01,15_2127,08000,Union Station,04:16 PM,15_2127_01,67,0,
15_2128_08000_01,15_2128,08000,Union Station,10:22 AM,15_2128_01,0,45,
15_2129_08000_01,15_2129,08000,Union Station,04:40 PM,15_2129_01,134,0,
15_2130_08000_01,15_2130,08000,Union Station,11:22 AM,15_2130_01,0,42,
15_2131_08000_01,15_2131,08000,Union Station,04:45 PM,15_2131_01,90,0,
15_2132_08000_01,15_2132,08000,Union Station,12:22 PM,15_2132_01,0,64,
15_2133_08000_01,15_2133,08000,Union Station,04:48 PM,15_2133_01,70,0,
15_2134_08000_01,15_2134,08000,Union Station,01:22 PM,15_2134_01,0,43,
15_2135_08000_01,15_2135,08000,Union Station,05:12 PM,15_2135_01,123,0,
15_2136_08000_01,15_2136,08000,Union Station,02:22 PM,15_2136_01,0,21,
15_2137_08000_01,15_2137,08000,Union Station,05:15 PM,15_2137_01,23,0,
15_2138_08000_01,15_2138,08000,Union Station,03:22 PM,15_2138_01,0,30,
15_2139_08000_01,15_2139,08000,Union Station,05:25 PM,15_2139_01,130,0,
15_2140_08000_01,15_2140,08000,Union Station,04:22 PM,15_2140_01,0,50,
15_2141_08000_01,15_2141,08000,Union Station,05:30 PM,15_2141_01,85,0,
15_2142_08000_01,15_2142,08000,Union Station,05:10 PM,15_2142_01,0,37,
15_2143_08000_01,15_2143,08000,Union Station,05:52 PM,15_2143_01,104,0,
15_2144_08000_01,15_2144,08000,Union Station,05:28 PM,15_2144_01,0,26,
15_2145_08000_01,15_2145,08000,Union Station,05:58 PM,15_2145_01,89,0,
15_2146_08000_01,15_2146,08000,Union Station,05:52 PM,15_2146_01,0,29,
15_2147_08000_01,15_2147,08000,Union Station,06:19 PM,15_2147_01,101,0,
15_2148_08000_01,15_2148,08000,Union Station,06:11 PM,15_2148_01,0,26,
15_2149_08000_01,15_2149,08000,Union Station,06:55 PM,15_2149_01,59,0,1 on board
15_2150_08000_01,15_2150,08000,Union Station,06:44 PM,15_2150_01,0,31,
15_2151_08000_01,15_2151,08000,Union Station,07:35 PM,15_2151_01,78,0,
15_2152_08000_01,15_2152,08000,Union Station,07:14 PM,15_2152_01,0,12,
15_2153_08000_01,15_2153,08000,Union Station,08:35 PM,15_2153_01,43,0,
15_2154_08000_01,15_2154,08000,Union Station,07:53 PM,15_2154_01,0,14,
15_2155_08000_01,15_2155,08000,Union Station,09:45 PM,15_2155_01,48,0,
15_2156_08000_01,15_2156,08000,Union Station,09:02 PM,15_2156_01,0,21,
15_2157_08000_01,15_2157,08000,Union Station,10:35 PM,15_2157_01,22,0,
15_2158_08000_01,15_2158,08000,Union Station,09:34 PM,15_2158_01,0,3,
15_2159_08000_01,15_2159,08000,Union Station,12:25 AM,15_2159_01,34,0,
15_2160_08000_01,15_2160,08000,Union Station,11:45 PM,15_2160_01,0,23,
15_2101_08000_02,15_2101,08000,Union Station,06:33 AM,15_2101_02,14,0,
15_2102_08000_02,15_2102,08000,Union Station,06:19 AM,15_2102_02,0,73,
15_2103_08000_02,15_2103,08000,Union Station,07:01 AM,15_2103_02,33,0,
15_2104_08000_02,15_2104,08000,Union Station,06:51 AM,15_2104_02,0,72,
15_2105_08000_02,15_2105,08000,Union Station,07:24 AM,15_2105_02,44,0,
15_2106_08000_02,15_2106,08000,Union Station,07:16 AM,15_2106_02,0,98,
15_2107_08000_02,15_2107,08000,Union Station,07:40 AM,15_2107_02,44,0,
15_2108_08000_02,15_2108,08000,Union Station,07:32 AM,15_2108_02,0,115,
15_2109_08000_02,15_2109,08000,Union Station,08:35 AM,15_2109_02,15,0,
15_2110_08000_02,15_2110,08000,Union Station,07:48 AM,15_2110_02,0,127,
15_2111_08000_02,15_2111,08000,Union Station,09:35 AM,15_2111_02,8,0,
15_2112_08000_02,15_2112,08000,Union Station,07:54 AM,15_2112_02,0,129,
15_2113_08000_02,15_2113,08000,Union Station,10:35 AM,15_2113_02,43,0,
15_2114_08000_02,15_2114,08000,Union Station,08:12 AM,15_2114_02,0,137,
15_2115_08000_02,15_2115,08000,Union Station,11:35 AM,15_2115_02,54,0,
15_2116_08000_02,15_2116,08000,Union Station,08:18 AM,15_2116_02,0,91,
15_2117_08000_02,15_2117,08000,Union Station,12:35 PM,15_2117_02,35,0,
15_2118_08000_02,15_2118,08000,Union Station,08:29 AM,15_2118_02,0,120,
15_2119_08000_02,15_2119,08000,Union Station,01:35 PM,15_2119_02,30,0,
15_2120_08000_02,15_2120,08000,Union Station,08:37 AM,15_2120_02,0,126,
15_2121_08000_02,15_2121,08000,Union Station,02:35 PM,15_2121_02,55,0,
15_2122_08000_02,15_2122,08000,Union Station,08:49 AM,15_2122_02,0,112,
15_2123_08000_02,15_2123,08000,Union Station,03:37 PM,15_2123_02,54,0,
15_2124_08000_02,15_2124,08000,Union Station,08:56 AM,15_2124_02,0,108,
15_2125_08000_02,15_2125,08000,Union Station,03:55 PM,15_2125_02,111,0,
15_2126_08000_02,15_2126,08000,Union Station,09:22 AM,15_2126_02,0,72,
15_2127_08000_02,15_2127,08000,Union Station,04:16 PM,15_2127_02,78,0,
15_2128_08000_02,15_2128,08000,Union Station,10:22 AM,15_2128_02,0,46,
15_2129_08000_02,15_2129,08000,Union Station,04:40 PM,15_2129_02,119,0,
15_2130_08000_02,15_2130,08000,Union Station,11:22 AM,15_2130_02,0,42,arrived 7 min early
15_2131_08000_02,15_2131,08000,Union Station,04:45 PM,15_2131_02,107,0,
15_2132_08000_02,15_2132,08000,Union Station,12:22 PM,15_2132_02,0,59,
15_2133_08000_02,15_2133,08000,Union Station,04:48 PM,15_2133_02,72,0,
15_2134_08000_02,15_2134,08000,Union Station,01:22 PM,15_2134_02,0,51,
15_2135_08000_02,15_2135,08000,Union Station,05:12 PM,15_2135_02,98,0,
15_2136_08000_02,15_2136,08000,Union Station,02:22 PM,15_2136_02,0,41,
15_2137_08000_02,15_2137,08000,Union Station,05:15 PM,15_2137_02,40,0,
15_2138_08000_02,15_2138,08000,Union Station,03:22 PM,15_2138_02,0,30,
15_2139_08000_02,15_2139,08000,Union Station,05:25 PM,15_2139_02,123,0,
15_2140_08000_02,15_2140,08000,Union Station,04:22 PM,15_2140_02,0,34,
15_2141_08000_02,15_2141,08000,Union Station,05:30 PM,15_2141_02,96,0,
15_2142_08000_02,15_2142,08000,Union Station,05:10 PM,15_2142_02,0,62,
15_2143_08000_02,15_2143,08000,Union Station,05:52 PM,15_2143_02,92,0,
15_2144_08000_02,15_2144,08000,Union Station,05:28 PM,15_2144_02,0,12,
15_2145_08000_02,15_2145,08000,Union Station,05:58 PM,15_2145_02,78,0,
15_2146_08000_02,15_2146,08000,Union Station,05:52 PM,15_2146_02,0,0,
15_2147_08000_02,15_2147,08000,Union Station,06:19 PM,15_2147_02,85,0,
15_2148_08000_02,15_2148,08000,Union Station,06:11 PM,15_2148_02,0,36,
15_2149_08000_02,15_2149,08000,Union Station,06:55 PM,15_2149_02,78,0,
15_2150_08000_02,15_2150,08000,Union Station,06:44 PM,15_2150_02,0,18,
15_2151_08000_02,15_2151,08000,Union Station,07:35 PM,15_2151_02,68,0,
15_2152_08000_02,15_2152,08000,Union Station,07:14 PM,15_2152_02,0,22,
15_2153_08000_02,15_2153,08000,Union Station,08:35 PM,15_2153_02,46,0,
15_2154_08000_02,15_2154,08000,Union Station,07:53 PM,15_2154_02,0,8,
15_2155_08000_02,15_2155,08000,Union Station,09:45 PM,15_2155_02,59,0,
15_2156_08000_02,15_2156,08000,Union Station,09:02 PM,15_2156_02,0,11,
15_2157_08000_02,15_2157,08000,Union Station,10:35 PM,15_2157_02,63,0,
15_2158_08000_02,15_2158,08000,Union Station,09:34 PM,15_2158_02,0,39,
15_2101_08000_03,15_2101,08000,Union Station,06:33 AM,15_2101_03,10,0,
15_2106_08000_03,15_2106,08000,Union Station,07:16 AM,15_2106_03,0,91,
15_2107_08000_03,15_2107,08000,Union Station,07:40 AM,15_2107_03,20,0,
15_2108_08000_03,15_2108,08000,Union Station,07:32 AM,15_2108_03,0,101,
15_2109_08000_03,15_2109,08000,Union Station,08:35 AM,15_2109_03,27,0,
15_2110_08000_03,15_2110,08000,Union Station,07:48 AM,15_2110_03,0,105,
15_2112_08000_03,15_2112,08000,Union Station,07:54 AM,15_2112_03,0,119,
15_2114_08000_03,15_2114,08000,Union Station,08:12 AM,15_2114_03,0,103,
15_2116_08000_03,15_2116,08000,Union Station,08:18 AM,15_2116_03,0,94,
15_2117_08000_03,15_2117,08000,Union Station,12:35 PM,15_2117_03,74,0,
15_2118_08000_03,15_2118,08000,Union Station,08:29 AM,15_2118_03,0,92,
15_2119_08000_03,15_2119,08000,Union Station,01:35 PM,15_2119_03,49,0,
15_2120_08000_03,15_2120,08000,Union Station,08:37 AM,15_2120_03,0,116,
15_2121_08000_03,15_2121,08000,Union Station,02:35 PM,15_2121_03,63,0,
15_2122_08000_03,15_2122,08000,Union Station,08:49 AM,15_2122_03,0,116,
15_2123_08000_03,15_2123,08000,Union Station,03:37 PM,15_2123_03,57,0,
15_2124_08000_03,15_2124,08000,Union Station,08:56 AM,15_2124_03,0,98,
15_2125_08000_03,15_2125,08000,Union Station,03:55 PM,15_2125_03,97,0,
15_2126_08000_03,15_2126,08000,Union Station,09:22 AM,15_2126_03,0,92,
15_2127_08000_03,15_2127,08000,Union Station,04:16 PM,15_2127_03,86,0,
15_2128_08000_03,15_2128,08000,Union Station,10:22 AM,15_2128_03,0,58,
15_2129_08000_03,15_2129,08000,Union Station,04:40 PM,15_2129_03,99,0,
15_2130_08000_03,15_2130,08000,Union Station,11:22 AM,15_2130_03,0,49,
15_2131_08000_03,15_2131,08000,Union Station,04:45 PM,15_2131_03,96,0,
15_2132_08000_03,15_2132,08000,Union Station,12:22 PM,15_2132_03,0,37,
15_2133_08000_03,15_2133,08000,Union Station,04:48 PM,15_2133_03,50,0,
15_2135_08000_03,15_2135,08000,Union Station,05:12 PM,15_2135_03,95,0,
15_2136_08000_03,15_2136,08000,Union Station,02:22 PM,15_2136_03,0,52,
15_2137_08000_03,15_2137,08000,Union Station,05:15 PM,15_2137_03,87,0,
15_2139_08000_03,15_2139,08000,Union Station,05:25 PM,15_2139_03,106,0,
15_2140_08000_03,15_2140,08000,Union Station,04:22 PM,15_2140_03,0,36,
15_2141_08000_03,15_2141,08000,Union Station,05:30 PM,15_2141_03,95,0,
15_2142_08000_03,15_2142,08000,Union Station,05:10 PM,15_2142_03,0,44,
15_2143_08000_03,15_2143,08000,Union Station,05:52 PM,15_2143_03,70,0,
15_2144_08000_03,15_2144,08000,Union Station,05:28 PM,15_2144_03,0,11,
15_2145_08000_03,15_2145,08000,Union Station,05:58 PM,15_2145_03,65,0,
15_2146_08000_03,15_2146,08000,Union Station,05:52 PM,15_2146_03,0,33,
15_2147_08000_03,15_2147,08000,Union Station,06:19 PM,15_2147_03,71,0,
15_2148_08000_03,15_2148,08000,Union Station,06:11 PM,15_2148_03,0,27,
15_2149_08000_03,15_2149,08000,Union Station,06:55 PM,15_2149_03,77,0,
15_2150_08000_03,15_2150,08000,Union Station,06:44 PM,15_2150_03,0,24,
15_2151_08000_03,15_2151,08000,Union Station,07:35 PM,15_2151_03,70,0,
15_2152_08000_03,15_2152,08000,Union Station,07:14 PM,15_2152_03,0,12,
15_2153_08000_03,15_2153,08000,Union Station,08:35 PM,15_2153_03,69,0,
15_2155_08000_03,15_2155,08000,Union Station,09:45 PM,15_2155_03,70,0,
15_2101_08000_04,15_2101,08000,Union Station,06:33 AM,15_2101_04,17,0,
15_2102_08000_04,15_2102,08000,Union Station,06:19 AM,15_2102_04,0,65,
15_2103_08000_04,15_2103,08000,Union Station,07:01 AM,15_2103_04,30,0,
15_2104_08000_04,15_2104,08000,Union Station,06:51 AM,15_2104_04,0,57,
15_2105_08000_04,15_2105,08000,Union Station,07:24 AM,15_2105_04,20,0,
15_2106_08000_04,15_2106,08000,Union Station,07:16 AM,15_2106_04,0,82,
15_2107_08000_04,15_2107,08000,Union Station,07:40 AM,15_2107_04,38,0,
15_2108_08000_04,15_2108,08000,Union Station,07:32 AM,15_2108_04,0,115,
15_2110_08000_04,15_2110,08000,Union Station,07:48 AM,15_2110_04,0,85,
15_2112_08000_04,15_2112,08000,Union Station,07:54 AM,15_2112_04,0,82,
15_2114_08000_04,15_2114,08000,Union Station,08:12 AM,15_2114_04,0,89,
15_2116_08000_04,15_2116,08000,Union Station,08:18 AM,15_2116_04,0,61,
15_2118_08000_04,15_2118,08000,Union Station,08:29 AM,15_2118_04,0,113,
15_2119_08000_04,15_2119,08000,Union Station,01:35 PM,15_2119_04,62,0,
15_2120_08000_04,15_2120,08000,Union Station,08:37 AM,15_2120_04,0,90,
15_2121_08000_04,15_2121,08000,Union Station,02:35 PM,15_2121_04,78,0,
15_2122_08000_04,15_2122,08000,Union Station,08:49 AM,15_2122_04,0,109,
15_2123_08000_04,15_2123,08000,Union Station,03:37 PM,15_2123_04,62,0,
15_2124_08000_04,15_2124,08000,Union Station,08:56 AM,15_2124_04,0,78,
15_2125_08000_04,15_2125,08000,Union Station,03:55 PM,15_2125_04,92,0,
15_2126_08000_04,15_2126,08000,Union Station,09:22 AM,15_2126_04,0,99,
15_2127_08000_04,15_2127,08000,Union Station,04:16 PM,15_2127_04,70,0,
15_2128_08000_04,15_2128,08000,Union Station,10:22 AM,15_2128_04,0,78,
15_2129_08000_04,15_2129,08000,Union Station,04:40 PM,15_2129_04,103,0,
15_2131_08000_04,15_2131,08000,Union Station,04:45 PM,15_2131_04,80,0,
15_2133_08000_04,15_2133,08000,Union Station,04:48 PM,15_2133_04,63,0,
15_2135_08000_04,15_2135,08000,Union Station,05:12 PM,15_2135_04,101,0,
15_2137_08000_04,15_2137,08000,Union Station,05:15 PM,15_2137_04,92,0,
15_2139_08000_04,15_2139,08000,Union Station,05:25 PM,15_2139_04,106,0,
15_2141_08000_04,15_2141,08000,Union Station,05:30 PM,15_2141_04,79,0,
15_2142_08000_04,15_2142,08000,Union Station,05:10 PM,15_2142_04,0,46,
15_2143_08000_04,15_2143,08000,Union Station,05:52 PM,15_2143_04,68,0,
15_2145_08000_04,15_2145,08000,Union Station,05:58 PM,15_2145_04,67,0,
15_2146_08000_04,15_2146,08000,Union Station,05:52 PM,15_2146_04,0,23,
15_2147_08000_04,15_2147,08000,Union Station,06:19 PM,15_2147_04,77,0,
15_2148_08000_04,15_2148,08000,Union Station,06:11 PM,15_2148_04,0,30,
15_2149_08000_04,15_2149,08000,Union Station,06:55 PM,15_2149_04,77,0,
15_2150_08000_04,15_2150,08000,Union Station,06:44 PM,15_2150_04,0,20,
15_2151_08000_04,15_2151,08000,Union Station,07:35 PM,15_2151_04,73,0,
15_2153_08000_04,15_2153,08000,Union Station,08:35 PM,15_2153_04,65,0,
15_2101_08000_05,15_2101,08000,Union Station,06:33 AM,15_2101_05,20,0,
15_2102_08000_05,15_2102,08000,Union Station,06:19 AM,15_2102_05,0,52,
15_2103_08000_05,15_2103,08000,Union Station,07:01 AM,15_2103_05,18,0,
15_2104_08000_05,15_2104,08000,Union Station,06:51 AM,15_2104_05,0,44,
15_2106_08000_05,15_2106,08000,Union Station,07:16 AM,15_2106_05,0,70,
15_2108_08000_05,15_2108,08000,Union Station,07:32 AM,15_2108_05,0,82,
15_2110_08000_05,15_2110,08000,Union Station,07:48 AM,15_2110_05,0,120,
15_2112_08000_05,15_2112,08000,Union Station,07:54 AM,15_2112_05,0,0,
15_2114_08000_05,15_2114,08000,Union Station,08:12 AM,15_2114_05,0,75,
15_2116_08000_05,15_2116,08000,Union Station,08:18 AM,15_2116_05,0,84,
15_2118_08000_05,15_2118,08000,Union Station,08:29 AM,15_2118_05,0,134,
15_2120_08000_05,15_2120,08000,Union Station,08:37 AM,15_2120_05,0,117,
15_2121_08000_05,15_2121,08000,Union Station,02:35 PM,15_2121_05,75,0,
15_2122_08000_05,15_2122,08000,Union Station,08:49 AM,15_2122_05,0,159,
15_2124_08000_05,15_2124,08000,Union Station,08:56 AM,15_2124_05,0,86,
15_2125_08000_05,15_2125,08000,Union Station,03:55 PM,15_2125_05,103,0,
15_2126_08000_05,15_2126,08000,Union Station,09:22 AM,15_2126_05,0,83,
15_2127_08000_05,15_2127,08000,Union Station,04:16 PM,15_2127_05,82,0,
15_2128_08000_05,15_2128,08000,Union Station,10:22 AM,15_2128_05,0,0,
15_2129_08000_05,15_2129,08000,Union Station,04:40 PM,15_2129_05,108,0,
15_2131_08000_05,15_2131,08000,Union Station,04:45 PM,15_2131_05,87,0,
15_2135_08000_05,15_2135,08000,Union Station,05:12 PM,15_2135_05,111,0,
15_2137_08000_05,15_2137,08000,Union Station,05:15 PM,15_2137_05,110,0,
15_2139_08000_05,15_2139,08000,Union Station,05:25 PM,15_2139_05,93,0,
15_2141_08000_05,15_2141,08000,Union Station,05:30 PM,15_2141_05,88,0,
15_2142_08000_05,15_2142,08000,Union Station,05:10 PM,15_2142_05,0,36,
15_2143_08000_05,15_2143,08000,Union Station,05:52 PM,15_2143_05,44,0,
15_2146_08000_05,15_2146,08000,Union Station,05:52 PM,15_2146_05,0,68,
15_2147_08000_05,15_2147,08000,Union Station,06:19 PM,15_2147_05,84,0,
15_2148_08000_05,15_2148,08000,Union Station,06:11 PM,15_2148_05,0,30,
15_2149_08000_05,15_2149,08000,Union Station,06:55 PM,15_2149_05,78,0,
15_2101_08000_06,15_2101,08000,Union Station,06:33 AM,15_2101_06,17,0,
15_2102_08000_06,15_2102,08000,Union Station,06:19 AM,15_2102_06,0,0,
15_2103_08000_06,15_2103,08000,Union Station,07:01 AM,15_2103_06,43,0,
15_2104_08000_06,15_2104,08000,Union Station,06:51 AM,15_2104_06,0,46,
15_2106_08000_06,15_2106,08000,Union Station,07:16 AM,15_2106_06,0,84,
15_2108_08000_06,15_2108,08000,Union Station,07:32 AM,15_2108_06,0,82,
15_2110_08000_06,15_2110,08000,Union Station,07:48 AM,15_2110_06,0,119,
15_2112_08000_06,15_2112,08000,Union Station,07:54 AM,15_2112_06,0,96,
15_2114_08000_06,15_2114,08000,Union Station,08:12 AM,15_2114_06,0,82,
15_2116_08000_06,15_2116,08000,Union Station,08:18 AM,15_2116_06,0,79,
15_2120_08000_06,15_2120,08000,Union Station,08:37 AM,15_2120_06,0,132,
15_2124_08000_06,15_2124,08000,Union Station,08:56 AM,15_2124_06,0,99,
15_2125_08000_06,15_2125,08000,Union Station,03:55 PM,15_2125_06,116,0,
15_2127_08000_06,15_2127,08000,Union Station,04:16 PM,15_2127_06,86,0,
15_2128_08000_06,15_2128,08000,Union Station,10:22 AM,15_2128_06,0,52,
15_2129_08000_06,15_2129,08000,Union Station,04:40 PM,15_2129_06,122,0,
15_2131_08000_06,15_2131,08000,Union Station,04:45 PM,15_2131_06,93,0,
15_2135_08000_06,15_2135,08000,Union Station,05:12 PM,15_2135_06,125,0,
15_2139_08000_06,15_2139,08000,Union Station,05:25 PM,15_2139_06,127,0,
15_2141_08000_06,15_2141,08000,Union Station,05:30 PM,15_2141_06,95,0,
15_2142_08000_06,15_2142,08000,Union Station,05:10 PM,15_2142_06,0,32,
15_2143_08000_06,15_2143,08000,Union Station,05:52 PM,15_2143_06,95,0,
15_2147_08000_06,15_2147,08000,Union Station,06:19 PM,15_2147_06,94,0,
15_2104_08000_07,15_2104,08000,Union Station,06:51 AM,15_2104_07,0,0,
15_2106_08000_07,15_2106,08000,Union Station,07:16 AM,15_2106_07,0,91,
15_2108_08000_07,15_2108,08000,Union Station,07:32 AM,15_2108_07,0,126,
15_2112_08000_07,15_2112,08000,Union Station,07:54 AM,15_2112_07,0,148,
15_2116_08000_07,15_2116,08000,Union Station,08:18 AM,15_2116_07,0,115,
15_2124_08000_07,15_2124,08000,Union Station,08:56 AM,15_2124_07,0,120,
15_2125_08000_07,15_2125,08000,Union Station,03:55 PM,15_2125_07,109,0,
15_2129_08000_07,15_2129,08000,Union Station,04:40 PM,15_2129_07,119,0,
15_2131_08000_07,15_2131,08000,Union Station,04:45 PM,15_2131_07,94,0,
15_2135_08000_07,15_2135,08000,Union Station,05:12 PM,15_2135_07,32,0,
15_2139_08000_07,15_2139,08000,Union Station,05:25 PM,15_2139_07,134,0,
15_2142_08000_07,15_2142,08000,Union Station,05:10 PM,15_2142_07,0,48,
15_2143_08000_07,15_2143,08000,Union Station,05:52 PM,15_2143_07,79,0,
15_2108_08000_08,15_2108,08000,Union Station,07:32 AM,15_2108_08,0,135,
15_2116_08000_08,15_2116,08000,Union Station,08:18 AM,15_2116_08,0,134,
15_2135_08000_08,15_2135,08000,Union Station,05:12 PM,15_2135_08,118,0,
15_2143_08000_08,15_2143,08000,Union Station,05:52 PM,15_2143_08,106,0,
15_2116_08000_09,15_2116,08000,Union Station,08:18 AM,15_2116_09,0,121,
15_2143_08000_09,15_2143,08000,Union Station,05:52 PM,15_2143_09,95,0,
15_2106_12029_01,15_2106,12029,Western Avenue,07:04 AM,15_2106_01,3,2,
15_2107_12029_01,15_2107,12029,Western Avenue,07:49 AM,15_2107_01,6,0,
15_2101_12029_01,15_2101,12029,Western Avenue,06:42 AM,15_2101_01,13,1,
15_2102_12029_01,15_2102,12029,Western Avenue,06:06 AM,15_2102_01,1,5,
15_2103_12029_01,15_2103,12029,Western Avenue,07:10 AM,15_2103_01,6,0,
15_2104_12029_01,15_2104,12029,Western Avenue,06:38 AM,15_2104_01,2,3,
15_2105_12029_01,15_2105,12029,Western Avenue,07:33 AM,15_2105_01,11,0,
15_2108_12029_01,15_2108,12029,Western Avenue,07:20 AM,15_2108_01,1,3,
15_2109_12029_01,15_2109,12029,Western Avenue,08:44 AM,15_2109_01,6,0,
15_2110_12029_01,15_2110,12029,Western Avenue,07:36 AM,15_2110_01,1,4,
15_2111_12029_01,15_2111,12029,Western Avenue,09:44 AM,15_2111_01,3,0,
15_2112_12029_01,15_2112,12029,Western Avenue,07:42 AM,15_2112_01,3,1,
15_2113_12029_01,15_2113,12029,Western Avenue,10:44 AM,15_2113_01,1,0,
15_2102_12029_03,15_2102,12029,Western Avenue,06:06 AM,15_2102_03,0,4,
15_2103_12029_03,15_2103,12029,Western Avenue,07:10 AM,15_2103_03,9,0,
15_2104_12029_03,15_2104,12029,Western Avenue,06:38 AM,15_2104_03,0,0,
15_2105_12029_03,15_2105,12029,Western Avenue,07:33 AM,15_2105_03,7,0,
15_2114_12029_01,15_2114,12029,Western Avenue,08:00 AM,15_2114_01,0,1,
15_2115_12029_01,15_2115,12029,Western Avenue,11:44 AM,15_2115_01,1,0,
15_2116_12029_01,15_2116,12029,Western Avenue,08:06 AM,15_2116_01,0,0,Didn't open
15_2117_12029_01,15_2117,12029,Western Avenue,12:44 PM,15_2117_01,3,0,
15_2118_12029_01,15_2118,12029,Western Avenue,08:17 AM,15_2118_01,2,0,
15_2119_12029_01,15_2119,12029,Western Avenue,01:44 PM,15_2119_01,0,0,
15_2120_12029_01,15_2120,12029,Western Avenue,08:24 AM,15_2120_01,1,1,
15_2121_12029_01,15_2121,12029,Western Avenue,02:44 PM,15_2121_01,2,0,
15_2122_12029_01,15_2122,12029,Western Avenue,08:35 AM,15_2122_01,4,0,
15_2123_12029_01,15_2123,12029,Western Avenue,03:46 PM,15_2123_01,1,0,
15_2124_12029_01,15_2124,12029,Western Avenue,08:43 AM,15_2124_01,3,1,
15_2126_12029_01,15_2126,12029,Western Avenue,09:08 AM,15_2126_01,2,0,
15_2127_12029_01,15_2127,12029,Western Avenue,04:25 PM,15_2127_01,0,0,Didn't open
15_2128_12029_01,15_2128,12029,Western Avenue,10:08 AM,15_2128_01,0,1,
15_2129_12029_01,15_2129,12029,Western Avenue,04:49 PM,15_2129_01,0,0,Door didn't open
15_2130_12029_01,15_2130,12029,Western Avenue,11:06 AM,15_2130_01,0,0,
15_2131_12029_01,15_2131,12029,Western Avenue,04:54 PM,15_2131_01,0,0,Door did not open
15_2132_12029_01,15_2132,12029,Western Avenue,12:06 PM,15_2132_01,1,3,
15_2133_12029_01,15_2133,12029,Western Avenue,04:57 PM,15_2133_01,0,0,
15_2134_12029_01,15_2134,12029,Western Avenue,01:06 PM,15_2134_01,0,2,
15_2135_12029_01,15_2135,12029,Western Avenue,05:21 PM,15_2135_01,0,0,
15_2136_12029_01,15_2136,12029,Western Avenue,02:06 PM,15_2136_01,0,2,
15_2137_12029_01,15_2137,12029,Western Avenue,05:24 PM,15_2137_01,0,0,
15_2138_12029_01,15_2138,12029,Western Avenue,03:06 PM,15_2138_01,0,1,
15_2140_12029_01,15_2140,12029,Western Avenue,04:08 PM,15_2140_01,1,5,
15_2141_12029_01,15_2141,12029,Western Avenue,05:39 PM,15_2141_01,0,0,
15_2142_12029_01,15_2142,12029,Western Avenue,04:57 PM,15_2142_01,2,25,
15_2143_12029_01,15_2143,12029,Western Avenue,06:01 PM,15_2143_01,0,2,
15_2144_12029_01,15_2144,12029,Western Avenue,05:14 PM,15_2144_01,3,3,
15_2145_12029_01,15_2145,12029,Western Avenue,06:07 PM,15_2145_01,1,0,
15_2146_12029_01,15_2146,12029,Western Avenue,05:38 PM,15_2146_01,0,1,
15_2147_12029_01,15_2147,12029,Western Avenue,06:28 PM,15_2147_01,0,0,didn't open
15_2148_12029_01,15_2148,12029,Western Avenue,05:58 PM,15_2148_01,0,4,
15_2149_12029_01,15_2149,12029,Western Avenue,07:04 PM,15_2149_01,0,0,
15_2150_12029_01,15_2150,12029,Western Avenue,06:31 PM,15_2150_01,0,2,
15_2151_12029_01,15_2151,12029,Western Avenue,07:44 PM,15_2151_01,1,0,
15_2152_12029_01,15_2152,12029,Western Avenue,07:01 PM,15_2152_01,0,6,
15_2153_12029_01,15_2153,12029,Western Avenue,08:44 PM,15_2153_01,1,0,
15_2154_12029_01,15_2154,12029,Western Avenue,07:40 PM,15_2154_01,0,5,
15_2155_12029_01,15_2155,12029,Western Avenue,09:54 PM,15_2155_01,0,0,
15_2156_12029_01,15_2156,12029,Western Avenue,08:45 PM,15_2156_01,0,3,
15_2157_12029_01,15_2157,12029,Western Avenue,10:44 PM,15_2157_01,0,0,
15_2158_12029_01,15_2158,12029,Western Avenue,09:20 PM,15_2158_01,0,1,
15_2159_12029_01,15_2159,12029,Western Avenue,12:34 AM,15_2159_01,3,0,
15_2160_12029_01,15_2160,12029,Western Avenue,11:32 PM,15_2160_01,0,3,
15_2101_12029_02,15_2101,12029,Western Avenue,06:42 AM,15_2101_02,0,0,
15_2102_12029_02,15_2102,12029,Western Avenue,06:06 AM,15_2102_02,2,4,
15_2103_12029_02,15_2103,12029,Western Avenue,07:10 AM,15_2103_02,9,0,
15_2104_12029_02,15_2104,12029,Western Avenue,06:38 AM,15_2104_02,1,0,
15_2105_12029_02,15_2105,12029,Western Avenue,07:33 AM,15_2105_02,7,3,
15_2106_12029_02,15_2106,12029,Western Avenue,07:04 AM,15_2106_02,1,2,
15_2107_12029_02,15_2107,12029,Western Avenue,07:49 AM,15_2107_02,18,0,
15_2108_12029_02,15_2108,12029,Western Avenue,07:20 AM,15_2108_02,0,3,
15_2109_12029_02,15_2109,12029,Western Avenue,08:44 AM,15_2109_02,5,0,
