TrainStationCoach_Index,Train_Index,StationCode,StationName,StationTime,TrainCoach_Index,Ons,Offs,StationComment
06_0609_07117_05,06_0609,07117,"95th St., Beverly Hills",04:43 PM,06_0609_05,0,3,
06_0609_07117_06,06_0609,07117,"95th St., Beverly Hills",04:43 PM,06_0609_06,0,2,
06_0609_07123_01,06_0609,07123,"99th St., Beverly Hills",04:45 PM,06_0609_01,0,20,
06_0609_07123_02,06_0609,07123,"99th St., Beverly Hills",04:45 PM,06_0609_02,0,13,
06_0609_07123_03,06_0609,07123,"99th St., Beverly Hills",04:45 PM,06_0609_03,0,8,
06_0609_07123_04,06_0609,07123,"99th St., Beverly Hills",04:45 PM,06_0609_04,0,11,
06_0609_07123_05,06_0609,07123,"99th St., Beverly Hills",04:45 PM,06_0609_05,0,4,
06_0609_07123_06,06_0609,07123,"99th St., Beverly Hills",04:45 PM,06_0609_06,0,14,
06_0609_07128_01,06_0609,07128,"103rd St., Beverly Hills",04:48 PM,06_0609_01,0,15,
06_0609_07128_02,06_0609,07128,"103rd St., Beverly Hills",04:48 PM,06_0609_02,0,7,
06_0609_07128_03,06_0609,07128,"103rd St., Beverly Hills",04:48 PM,06_0609_03,0,3,
06_0609_07128_04,06_0609,07128,"103rd St., Beverly Hills",04:48 PM,06_0609_04,0,9,
06_0609_07128_05,06_0609,07128,"103rd St., Beverly Hills",04:48 PM,06_0609_05,0,22,
06_0609_07128_06,06_0609,07128,"103rd St., Beverly Hills",04:48 PM,06_0609_06,0,23,
06_0609_07133_01,06_0609,07133,"107th St., Beverly Hills",04:50 PM,06_0609_01,0,5,
06_0609_07133_02,06_0609,07133,"107th St., Beverly Hills",04:50 PM,06_0609_02,0,3,
06_0609_07133_03,06_0609,07133,"107th St., Beverly Hills",04:50 PM,06_0609_03,0,4,
06_0609_07133_04,06_0609,07133,"107th St., Beverly Hills",04:50 PM,06_0609_04,0,4,
06_0609_07133_05,06_0609,07133,"107th St., Beverly Hills",04:50 PM,06_0609_05,0,6,
06_0609_07133_06,06_0609,07133,"107th St., Beverly Hills",04:50 PM,06_0609_06,0,22,
06_0609_07138_01,06_0609,07138,"111th St., Morgan Park",04:52 PM,06_0609_01,0,5,
06_0609_07138_02,06_0609,07138,"111th St., Morgan Park",04:52 PM,06_0609_02,0,11,
06_0609_07138_03,06_0609,07138,"111th St., Morgan Park",04:52 PM,06_0609_03,0,12,
06_0609_07138_04,06_0609,07138,"111th St., Morgan Park",04:52 PM,06_0609_04,0,13,
06_0609_07138_05,06_0609,07138,"111th St., Morgan Park",04:52 PM,06_0609_05,0,11,
06_0609_07138_06,06_0609,07138,"111th St., Morgan Park",04:52 PM,06_0609_06,0,18,
06_0609_07143_01,06_0609,07143,"115th St., Morgan Park",04:54 PM,06_0609_01,0,6,
06_0609_07143_02,06_0609,07143,"115th St., Morgan Park",04:54 PM,06_0609_02,0,4,
06_0609_07143_03,06_0609,07143,"115th St., Morgan Park",04:54 PM,06_0609_03,0,2,
06_0609_07143_04,06_0609,07143,"115th St., Morgan Park",04:54 PM,06_0609_04,0,1,
06_0609_07143_05,06_0609,07143,"115th St., Morgan Park",04:54 PM,06_0609_05,0,1,
06_0609_07143_06,06_0609,07143,"115th St., Morgan Park",04:54 PM,06_0609_06,0,2,
06_0609_07148_01,06_0609,07148,119th Street,04:56 PM,06_0609_01,0,0,
06_0609_07148_02,06_0609,07148,119th Street,04:56 PM,06_0609_02,0,1,
06_0609_07148_03,06_0609,07148,119th Street,04:56 PM,06_0609_03,0,5,
06_0609_07148_04,06_0609,07148,119th Street,04:56 PM,06_0609_04,0,8,
06_0609_07148_05,06_0609,07148,119th Street,04:56 PM,06_0609_05,0,3,
06_0609_07148_06,06_0609,07148,119th Street,04:56 PM,06_0609_06,0,13,
06_0609_07152_01,06_0609,07152,123rd Street,04:58 PM,06_0609_01,0,3,
06_0609_07152_02,06_0609,07152,123rd Street,04:58 PM,06_0609_02,0,4,
06_0609_07152_03,06_0609,07152,123rd Street,04:58 PM,06_0609_03,0,0,Flag stop
06_0609_07152_04,06_0609,07152,123rd Street,04:58 PM,06_0609_04,0,0,
06_0609_07152_05,06_0609,07152,123rd Street,04:58 PM,06_0609_05,0,0,Doors did not open
06_0609_07152_06,06_0609,07152,123rd Street,04:58 PM,06_0609_06,0,0,Flag stop
06_0609_07158_01,06_0609,07158,Prairie Street,05:00 PM,06_0609_01,0,0,
06_0609_07158_02,06_0609,07158,Prairie Street,05:00 PM,06_0609_02,0,2,
06_0609_07158_03,06_0609,07158,Prairie Street,05:00 PM,06_0609_03,0,0,Doors did not open
06_0609_07158_04,06_0609,07158,Prairie Street,05:00 PM,06_0609_04,0,0,
06_0609_07158_05,06_0609,07158,Prairie Street,05:00 PM,06_0609_05,0,0,Doors did not open
06_0609_07158_06,06_0609,07158,Prairie Street,05:00 PM,06_0609_06,0,0,Flag stop
06_0609_07164_01,06_0609,07164,"Vermont St., Blue Island",05:05 PM,06_0609_01,0,0,
06_0609_07164_02,06_0609,07164,"Vermont St., Blue Island",05:05 PM,06_0609_02,0,1,
06_0609_07164_03,06_0609,07164,"Vermont St., Blue Island",05:05 PM,06_0609_03,0,2,
06_0609_07164_04,06_0609,07164,"Vermont St., Blue Island",05:05 PM,06_0609_04,0,0,
06_0609_07164_05,06_0609,07164,"Vermont St., Blue Island",05:05 PM,06_0609_05,0,0,
06_0609_07164_06,06_0609,07164,"Vermont St., Blue Island",05:05 PM,06_0609_06,0,0,
06_0610_07164_01,06_0610,07164,"Vermont St., Blue Island",07:22 AM,06_0610_01,0,0,
06_0610_07164_02,06_0610,07164,"Vermont St., Blue Island",07:22 AM,06_0610_02,3,0,
06_0610_07164_03,06_0610,07164,"Vermont St., Blue Island",07:22 AM,06_0610_03,0,0,
06_0610_07164_04,06_0610,07164,"Vermont St., Blue Island",07:22 AM,06_0610_04,0,0,
06_0610_07164_05,06_0610,07164,"Vermont St., Blue Island",07:22 AM,06_0610_05,0,0,
06_0610_07164_06,06_0610,07164,"Vermont St., Blue Island",07:22 AM,06_0610_06,0,0,
06_0610_07158_01,06_0610,07158,Prairie Street,07:24 AM,06_0610_01,0,0,Doors did not open
06_0610_07158_02,06_0610,07158,Prairie Street,07:24 AM,06_0610_02,0,0,Doors did not open.
06_0610_07158_03,06_0610,07158,Prairie Street,07:24 AM,06_0610_03,0,0,
06_0610_07158_04,06_0610,07158,Prairie Street,07:24 AM,06_0610_04,0,0,Doors did not open.
06_0610_07158_05,06_0610,07158,Prairie Street,07:24 AM,06_0610_05,1,0,
06_0610_07158_06,06_0610,07158,Prairie Street,07:24 AM,06_0610_06,1,0,
06_0610_07152_01,06_0610,07152,123rd Street,07:26 AM,06_0610_01,0,0,Doors did not open
06_0610_07152_02,06_0610,07152,123rd Street,07:26 AM,06_0610_02,0,0,Doors did not open.
06_0610_07152_03,06_0610,07152,123rd Street,07:26 AM,06_0610_03,0,0,
06_0610_07152_04,06_0610,07152,123rd Street,07:26 AM,06_0610_04,3,0,
06_0610_07152_05,06_0610,07152,123rd Street,07:26 AM,06_0610_05,1,0,
06_0610_07152_06,06_0610,07152,123rd Street,07:26 AM,06_0610_06,0,0,
06_0610_07148_01,06_0610,07148,119th Street,07:28 AM,06_0610_01,11,0,
06_0610_07148_02,06_0610,07148,119th Street,07:28 AM,06_0610_02,12,0,
06_0610_07148_03,06_0610,07148,119th Street,07:28 AM,06_0610_03,9,0,
06_0610_07148_04,06_0610,07148,119th Street,07:28 AM,06_0610_04,3,0,
06_0610_07148_05,06_0610,07148,119th Street,07:28 AM,06_0610_05,0,0,
06_0610_07148_06,06_0610,07148,119th Street,07:28 AM,06_0610_06,0,0,
06_0610_07143_01,06_0610,07143,"115th St., Morgan Park",07:30 AM,06_0610_01,4,0,
06_0610_07143_02,06_0610,07143,"115th St., Morgan Park",07:30 AM,06_0610_02,3,0,
06_0610_07143_03,06_0610,07143,"115th St., Morgan Park",07:30 AM,06_0610_03,3,0,
06_0610_07143_04,06_0610,07143,"115th St., Morgan Park",07:30 AM,06_0610_04,2,0,
06_0610_07143_05,06_0610,07143,"115th St., Morgan Park",07:30 AM,06_0610_05,2,0,
06_0610_07143_06,06_0610,07143,"115th St., Morgan Park",07:30 AM,06_0610_06,1,0,
06_0610_07138_01,06_0610,07138,"111th St., Morgan Park",07:32 AM,06_0610_01,18,0,
06_0610_07138_02,06_0610,07138,"111th St., Morgan Park",07:32 AM,06_0610_02,12,0,
06_0610_07138_03,06_0610,07138,"111th St., Morgan Park",07:32 AM,06_0610_03,12,0,
06_0610_07138_04,06_0610,07138,"111th St., Morgan Park",07:32 AM,06_0610_04,12,0,
06_0610_07138_05,06_0610,07138,"111th St., Morgan Park",07:32 AM,06_0610_05,7,0,
06_0610_07138_06,06_0610,07138,"111th St., Morgan Park",07:32 AM,06_0610_06,1,0,
06_0610_07133_01,06_0610,07133,"107th St., Beverly Hills",07:34 AM,06_0610_01,21,0,
06_0610_07133_02,06_0610,07133,"107th St., Beverly Hills",07:34 AM,06_0610_02,22,0,
06_0610_07133_03,06_0610,07133,"107th St., Beverly Hills",07:34 AM,06_0610_03,16,0,
06_0610_07133_04,06_0610,07133,"107th St., Beverly Hills",07:34 AM,06_0610_04,14,0,
06_0610_07133_05,06_0610,07133,"107th St., Beverly Hills",07:34 AM,06_0610_05,6,0,
06_0610_07133_06,06_0610,07133,"107th St., Beverly Hills",07:34 AM,06_0610_06,1,0,
06_0610_07128_01,06_0610,07128,"103rd St., Beverly Hills",07:37 AM,06_0610_01,17,0,
06_0610_07128_02,06_0610,07128,"103rd St., Beverly Hills",07:37 AM,06_0610_02,19,0,
06_0610_07128_03,06_0610,07128,"103rd St., Beverly Hills",07:37 AM,06_0610_03,19,0,
06_0610_07128_04,06_0610,07128,"103rd St., Beverly Hills",07:37 AM,06_0610_04,17,0,
06_0610_07128_05,06_0610,07128,"103rd St., Beverly Hills",07:37 AM,06_0610_05,10,0,
06_0610_07128_06,06_0610,07128,"103rd St., Beverly Hills",07:37 AM,06_0610_06,5,0,
06_0610_07123_01,06_0610,07123,"99th St., Beverly Hills",07:39 AM,06_0610_01,3,0,
06_0610_07123_02,06_0610,07123,"99th St., Beverly Hills",07:39 AM,06_0610_02,15,0,
06_0610_07123_03,06_0610,07123,"99th St., Beverly Hills",07:39 AM,06_0610_03,18,0,
06_0610_07123_04,06_0610,07123,"99th St., Beverly Hills",07:39 AM,06_0610_04,18,0,
06_0610_07123_05,06_0610,07123,"99th St., Beverly Hills",07:39 AM,06_0610_05,11,0,
06_0610_07123_06,06_0610,07123,"99th St., Beverly Hills",07:39 AM,06_0610_06,39,0,
06_0610_07117_01,06_0610,07117,"95th St., Beverly Hills",07:41 AM,06_0610_01,10,0,
06_0610_07117_02,06_0610,07117,"95th St., Beverly Hills",07:41 AM,06_0610_02,6,0,
06_0610_07117_03,06_0610,07117,"95th St., Beverly Hills",07:41 AM,06_0610_03,9,0,
06_0610_07117_04,06_0610,07117,"95th St., Beverly Hills",07:41 AM,06_0610_04,6,1,
06_0610_07117_05,06_0610,07117,"95th St., Beverly Hills",07:41 AM,06_0610_05,8,0,
06_0610_07117_06,06_0610,07117,"95th St., Beverly Hills",07:41 AM,06_0610_06,12,0,
06_0610_07113_01,06_0610,07113,"91st St., Beverly Hills",07:43 AM,06_0610_01,9,0,
06_0610_07113_02,06_0610,07113,"91st St., Beverly Hills",07:43 AM,06_0610_02,9,0,
06_0610_07113_03,06_0610,07113,"91st St., Beverly Hills",07:43 AM,06_0610_03,6,0,
06_0610_07113_04,06_0610,07113,"91st St., Beverly Hills",07:43 AM,06_0610_04,5,0,
06_0610_07113_05,06_0610,07113,"91st St., Beverly Hills",07:43 AM,06_0610_05,4,0,
06_0610_07113_06,06_0610,07113,"91st St., Beverly Hills",07:43 AM,06_0610_06,5,0,
06_0610_07106_01,06_0610,07106,Brainerd,07:45 AM,06_0610_01,0,0,Doors did not open
06_0610_07106_02,06_0610,07106,Brainerd,07:45 AM,06_0610_02,9,0,
06_0610_07106_03,06_0610,07106,Brainerd,07:45 AM,06_0610_03,13,0,
06_0610_07106_04,06_0610,07106,Brainerd,07:45 AM,06_0610_04,7,0,
06_0610_07106_05,06_0610,07106,Brainerd,07:45 AM,06_0610_05,7,0,
06_0610_07106_06,06_0610,07106,Brainerd,07:45 AM,06_0610_06,7,0,
06_0610_06098_01,06_0610,06098,Gresham,07:48 AM,06_0610_01,0,0,Doors did not open
06_0610_06098_02,06_0610,06098,Gresham,07:48 AM,06_0610_02,10,0,
06_0610_06098_03,06_0610,06098,Gresham,07:48 AM,06_0610_03,11,0,
06_0610_06098_04,06_0610,06098,Gresham,07:48 AM,06_0610_04,4,0,
06_0610_06098_05,06_0610,06098,Gresham,07:48 AM,06_0610_05,3,0,
06_0610_06098_06,06_0610,06098,Gresham,07:48 AM,06_0610_06,5,0,
06_0610_06000_01,06_0610,06000,LaSalle Street Station,08:07 AM,06_0610_01,0,102,
06_0610_06000_02,06_0610,06000,LaSalle Street Station,08:07 AM,06_0610_02,0,107,
06_0610_06000_03,06_0610,06000,LaSalle Street Station,08:07 AM,06_0610_03,0,111,
06_0610_06000_04,06_0610,06000,LaSalle Street Station,08:07 AM,06_0610_04,0,83,
06_0610_06000_05,06_0610,06000,LaSalle Street Station,08:07 AM,06_0610_05,0,74,
06_0610_06000_06,06_0610,06000,LaSalle Street Station,08:07 AM,06_0610_06,0,69,
06_0611_06000_01,06_0611,06000,LaSalle Street Station,04:45 PM,06_0611_01,76,0,
06_0611_06000_02,06_0611,06000,LaSalle Street Station,04:45 PM,06_0611_02,58,0,
06_0611_06000_03,06_0611,06000,LaSalle Street Station,04:45 PM,06_0611_03,51,0,
06_0611_06000_04,06_0611,06000,LaSalle Street Station,04:45 PM,06_0611_04,50,0,
06_0611_06000_05,06_0611,06000,LaSalle Street Station,04:45 PM,06_0611_05,92,0,
06_0611_06000_06,06_0611,06000,LaSalle Street Station,04:45 PM,06_0611_06,109,0,
06_0611_06000_07,06_0611,06000,LaSalle Street Station,04:45 PM,06_0611_07,82,0,
06_0611_06031_01,06_0611,06031,35th Street/“Lou” Jones/Bronzeville,04:52 PM,06_0611_01,0,0,
06_0611_06031_02,06_0611,06031,35th Street/“Lou” Jones/Bronzeville,04:52 PM,06_0611_02,5,0,
06_0611_06031_03,06_0611,06031,35th Street/“Lou” Jones/Bronzeville,04:52 PM,06_0611_03,2,1,
06_0611_06031_04,06_0611,06031,35th Street/“Lou” Jones/Bronzeville,04:52 PM,06_0611_04,2,0,
06_0611_06031_05,06_0611,06031,35th Street/“Lou” Jones/Bronzeville,04:52 PM,06_0611_05,0,0,
06_0611_06031_06,06_0611,06031,35th Street/“Lou” Jones/Bronzeville,04:52 PM,06_0611_06,3,0,
06_0611_06031_07,06_0611,06031,35th Street/“Lou” Jones/Bronzeville,04:52 PM,06_0611_07,0,0,
06_0611_06098_01,06_0611,06098,Gresham,04:59 PM,06_0611_01,0,20,
06_0611_06098_02,06_0611,06098,Gresham,04:59 PM,06_0611_02,0,2,
06_0611_06098_03,06_0611,06098,Gresham,04:59 PM,06_0611_03,0,2,
06_0611_06098_04,06_0611,06098,Gresham,04:59 PM,06_0611_04,0,2,
06_0611_06098_05,06_0611,06098,Gresham,04:59 PM,06_0611_05,0,9,
06_0611_06098_06,06_0611,06098,Gresham,04:59 PM,06_0611_06,0,20,
06_0611_06098_07,06_0611,06098,Gresham,04:59 PM,06_0611_07,0,0,
06_0611_07106_01,06_0611,07106,Brainerd,05:04 PM,06_0611_01,0,4,
06_0611_07106_02,06_0611,07106,Brainerd,05:04 PM,06_0611_02,0,5,
06_0611_07106_03,06_0611,07106,Brainerd,05:04 PM,06_0611_03,0,4,
06_0611_07106_04,06_0611,07106,Brainerd,05:04 PM,06_0611_04,0,4,
06_0611_07106_05,06_0611,07106,Brainerd,05:04 PM,06_0611_05,0,7,
06_0611_07106_06,06_0611,07106,Brainerd,05:04 PM,06_0611_06,0,14,
06_0611_07106_07,06_0611,07106,Brainerd,05:04 PM,06_0611_07,0,0,
06_0611_07113_01,06_0611,07113,"91st St., Beverly Hills",05:06 PM,06_0611_01,0,4,
06_0611_07113_02,06_0611,07113,"91st St., Beverly Hills",05:06 PM,06_0611_02,0,2,
06_0611_07113_03,06_0611,07113,"91st St., Beverly Hills",05:06 PM,06_0611_03,0,0,
06_0611_07113_04,06_0611,07113,"91st St., Beverly Hills",05:06 PM,06_0611_04,0,5,
06_0611_07113_05,06_0611,07113,"91st St., Beverly Hills",05:06 PM,06_0611_05,0,13,
06_0611_07113_06,06_0611,07113,"91st St., Beverly Hills",05:06 PM,06_0611_06,0,20,
06_0611_07113_07,06_0611,07113,"91st St., Beverly Hills",05:06 PM,06_0611_07,0,0,
06_0611_07117_01,06_0611,07117,"95th St., Beverly Hills",05:08 PM,06_0611_01,0,17,
06_0611_07117_02,06_0611,07117,"95th St., Beverly Hills",05:08 PM,06_0611_02,0,10,
06_0611_07117_03,06_0611,07117,"95th St., Beverly Hills",05:08 PM,06_0611_03,0,7,
06_0611_07117_04,06_0611,07117,"95th St., Beverly Hills",05:08 PM,06_0611_04,0,0,
06_0611_07117_05,06_0611,07117,"95th St., Beverly Hills",05:08 PM,06_0611_05,0,1,
06_0611_07117_06,06_0611,07117,"95th St., Beverly Hills",05:08 PM,06_0611_06,0,3,
06_0611_07117_07,06_0611,07117,"95th St., Beverly Hills",05:08 PM,06_0611_07,0,5,
06_0611_07123_01,06_0611,07123,"99th St., Beverly Hills",05:10 PM,06_0611_01,0,23,
06_0611_07123_02,06_0611,07123,"99th St., Beverly Hills",05:10 PM,06_0611_02,0,14,
06_0611_07123_03,06_0611,07123,"99th St., Beverly Hills",05:10 PM,06_0611_03,0,13,
06_0611_07123_04,06_0611,07123,"99th St., Beverly Hills",05:10 PM,06_0611_04,0,9,
06_0611_07123_05,06_0611,07123,"99th St., Beverly Hills",05:10 PM,06_0611_05,0,9,
06_0611_07123_06,06_0611,07123,"99th St., Beverly Hills",05:10 PM,06_0611_06,0,9,
06_0611_07123_07,06_0611,07123,"99th St., Beverly Hills",05:10 PM,06_0611_07,0,13,
06_0611_07128_01,06_0611,07128,"103rd St., Beverly Hills",05:13 PM,06_0611_01,0,19,
06_0611_07128_02,06_0611,07128,"103rd St., Beverly Hills",05:13 PM,06_0611_02,0,5,
06_0611_07128_03,06_0611,07128,"103rd St., Beverly Hills",05:13 PM,06_0611_03,27,2,
06_0611_07128_04,06_0611,07128,"103rd St., Beverly Hills",05:13 PM,06_0611_04,0,6,
06_0611_07128_05,06_0611,07128,"103rd St., Beverly Hills",05:13 PM,06_0611_05,0,6,
06_0611_07128_06,06_0611,07128,"103rd St., Beverly Hills",05:13 PM,06_0611_06,0,19,
06_0611_07128_07,06_0611,07128,"103rd St., Beverly Hills",05:13 PM,06_0611_07,0,27,
06_0611_07133_01,06_0611,07133,"107th St., Beverly Hills",05:15 PM,06_0611_01,0,3,
06_0611_07133_02,06_0611,07133,"107th St., Beverly Hills",05:15 PM,06_0611_02,0,3,
06_0611_07133_03,06_0611,07133,"107th St., Beverly Hills",05:15 PM,06_0611_03,0,8,
06_0611_07133_04,06_0611,07133,"107th St., Beverly Hills",05:15 PM,06_0611_04,0,4,
06_0611_07133_05,06_0611,07133,"107th St., Beverly Hills",05:15 PM,06_0611_05,0,9,
06_0611_07133_06,06_0611,07133,"107th St., Beverly Hills",05:15 PM,06_0611_06,0,11,
06_0611_07133_07,06_0611,07133,"107th St., Beverly Hills",05:15 PM,06_0611_07,0,16,
06_0611_07138_01,06_0611,07138,"111th St., Morgan Park",05:17 PM,06_0611_01,0,4,
06_0611_07138_02,06_0611,07138,"111th St., Morgan Park",05:17 PM,06_0611_02,0,11,
06_0611_07138_03,06_0611,07138,"111th St., Morgan Park",05:17 PM,06_0611_03,0,3,
06_0611_07138_04,06_0611,07138,"111th St., Morgan Park",05:17 PM,06_0611_04,0,8,
06_0611_07138_05,06_0611,07138,"111th St., Morgan Park",05:17 PM,06_0611_05,0,15,
06_0611_07138_06,06_0611,07138,"111th St., Morgan Park",05:17 PM,06_0611_06,0,12,
06_0611_07138_07,06_0611,07138,"111th St., Morgan Park",05:17 PM,06_0611_07,0,15,
06_0611_07143_01,06_0611,07143,"115th St., Morgan Park",05:19 PM,06_0611_01,0,4,
06_0611_07143_02,06_0611,07143,"115th St., Morgan Park",05:19 PM,06_0611_02,0,5,
06_0611_07143_03,06_0611,07143,"115th St., Morgan Park",05:19 PM,06_0611_03,0,7,
06_0611_07143_04,06_0611,07143,"115th St., Morgan Park",05:19 PM,06_0611_04,0,3,
06_0611_07143_05,06_0611,07143,"115th St., Morgan Park",05:19 PM,06_0611_05,0,3,
06_0611_07143_06,06_0611,07143,"115th St., Morgan Park",05:19 PM,06_0611_06,0,2,
06_0611_07143_07,06_0611,07143,"115th St., Morgan Park",05:19 PM,06_0611_07,0,0,
06_0611_07148_01,06_0611,07148,119th Street,05:21 PM,06_0611_01,0,0,
06_0611_07148_02,06_0611,07148,119th Street,05:21 PM,06_0611_02,0,0,
06_0611_07148_03,06_0611,07148,119th Street,05:21 PM,06_0611_03,0,0,
06_0611_07148_04,06_0611,07148,119th Street,05:21 PM,06_0611_04,0,1,
06_0611_07148_05,06_0611,07148,119th Street,05:21 PM,06_0611_05,0,8,
06_0611_07148_06,06_0611,07148,119th Street,05:21 PM,06_0611_06,0,12,
06_0611_07148_07,06_0611,07148,119th Street,05:21 PM,06_0611_07,2,12,
06_0611_07152_01,06_0611,07152,123rd Street,05:23 PM,06_0611_01,0,1,
06_0611_07152_02,06_0611,07152,123rd Street,05:23 PM,06_0611_02,0,4,
06_0611_07152_03,06_0611,07152,123rd Street,05:23 PM,06_0611_03,0,0,
06_0611_07152_04,06_0611,07152,123rd Street,05:23 PM,06_0611_04,0,0,
06_0611_07152_05,06_0611,07152,123rd Street,05:23 PM,06_0611_05,0,0,
06_0611_07152_06,06_0611,07152,123rd Street,05:23 PM,06_0611_06,0,0,Door did not open
06_0611_07152_07,06_0611,07152,123rd Street,05:23 PM,06_0611_07,0,0,
06_0611_07158_01,06_0611,07158,Prairie Street,05:25 PM,06_0611_01,0,3,
06_0611_07158_02,06_0611,07158,Prairie Street,05:25 PM,06_0611_02,0,0,
06_0611_07158_03,06_0611,07158,Prairie Street,05:25 PM,06_0611_03,0,2,
06_0611_07158_04,06_0611,07158,Prairie Street,05:25 PM,06_0611_04,0,0,Doors did not open
06_0611_07158_05,06_0611,07158,Prairie Street,05:25 PM,06_0611_05,0,0,
06_0611_07158_06,06_0611,07158,Prairie Street,05:25 PM,06_0611_06,0,0,Door did not open
06_0611_07158_07,06_0611,07158,Prairie Street,05:25 PM,06_0611_07,0,0,
06_0611_07164_01,06_0611,07164,"Vermont St., Blue Island",05:30 PM,06_0611_01,0,0,
06_0611_07164_02,06_0611,07164,"Vermont St., Blue Island",05:30 PM,06_0611_02,0,0,
06_0611_07164_03,06_0611,07164,"Vermont St., Blue Island",05:30 PM,06_0611_03,0,0,
06_0611_07164_04,06_0611,07164,"Vermont St., Blue Island",05:30 PM,06_0611_04,0,1,
06_0611_07164_05,06_0611,07164,"Vermont St., Blue Island",05:30 PM,06_0611_05,0,0,
06_0611_07164_06,06_0611,07164,"Vermont St., Blue Island",05:30 PM,06_0611_06,0,0,
06_0611_07164_07,06_0611,07164,"Vermont St., Blue Island",05:30 PM,06_0611_07,0,0,
06_0612_07164_01,06_0612,07164,"Vermont St., Blue Island",07:35 AM,06_0612_01,2,0,
06_0612_07164_02,06_0612,07164,"Vermont St., Blue Island",07:35 AM,06_0612_02,1,0,
06_0612_07164_03,06_0612,07164,"Vermont St., Blue Island",07:35 AM,06_0612_03,1,0,
06_0612_07164_04,06_0612,07164,"Vermont St., Blue Island",07:35 AM,06_0612_04,2,0,
06_0612_07164_05,06_0612,07164,"Vermont St., Blue Island",07:35 AM,06_0612_05,1,0,
06_0612_07164_06,06_0612,07164,"Vermont St., Blue Island",07:35 AM,06_0612_06,0,0,
06_0612_07158_01,06_0612,07158,Prairie Street,07:37 AM,06_0612_01,1,0,
06_0612_07158_02,06_0612,07158,Prairie Street,07:37 AM,06_0612_02,0,0,
06_0612_07158_03,06_0612,07158,Prairie Street,07:37 AM,06_0612_03,0,0,Doors did not open
06_0612_07158_04,06_0612,07158,Prairie Street,07:37 AM,06_0612_04,0,0,
06_0612_07158_05,06_0612,07158,Prairie Street,07:37 AM,06_0612_05,0,0,
06_0612_07158_06,06_0612,07158,Prairie Street,07:37 AM,06_0612_06,0,0,
06_0612_07152_01,06_0612,07152,123rd Street,07:39 AM,06_0612_01,1,0,
06_0612_07152_02,06_0612,07152,123rd Street,07:39 AM,06_0612_02,0,0,
06_0612_07152_03,06_0612,07152,123rd Street,07:39 AM,06_0612_03,0,0,Doors did not open
06_0612_07152_04,06_0612,07152,123rd Street,07:39 AM,06_0612_04,0,0,
06_0612_07152_05,06_0612,07152,123rd Street,07:39 AM,06_0612_05,0,0,
06_0612_07152_06,06_0612,07152,123rd Street,07:39 AM,06_0612_06,0,0,
06_0612_07148_01,06_0612,07148,119th Street,07:41 AM,06_0612_01,12,0,
06_0612_07148_02,06_0612,07148,119th Street,07:41 AM,06_0612_02,9,0,
06_0612_07148_03,06_0612,07148,119th Street,07:41 AM,06_0612_03,1,0,
06_0612_07148_04,06_0612,07148,119th Street,07:41 AM,06_0612_04,1,0,
06_0612_07148_05,06_0612,07148,119th Street,07:41 AM,06_0612_05,1,0,
06_0612_07148_06,06_0612,07148,119th Street,07:41 AM,06_0612_06,0,0,
06_0612_07143_01,06_0612,07143,"115th St., Morgan Park",07:43 AM,06_0612_01,5,0,
06_0612_07143_02,06_0612,07143,"115th St., Morgan Park",07:43 AM,06_0612_02,6,0,
06_0612_07143_03,06_0612,07143,"115th St., Morgan Park",07:43 AM,06_0612_03,0,0,
06_0612_07143_04,06_0612,07143,"115th St., Morgan Park",07:43 AM,06_0612_04,0,0,
06_0612_07143_05,06_0612,07143,"115th St., Morgan Park",07:43 AM,06_0612_05,6,0,
06_0612_07143_06,06_0612,07143,"115th St., Morgan Park",07:43 AM,06_0612_06,2,0,
06_0612_07138_01,06_0612,07138,"111th St., Morgan Park",07:45 AM,06_0612_01,13,0,
06_0612_07138_02,06_0612,07138,"111th St., Morgan Park",07:45 AM,06_0612_02,8,0,
06_0612_07138_03,06_0612,07138,"111th St., Morgan Park",07:45 AM,06_0612_03,5,0,
06_0612_07138_04,06_0612,07138,"111th St., Morgan Park",07:45 AM,06_0612_04,6,2,
06_0612_07138_05,06_0612,07138,"111th St., Morgan Park",07:45 AM,06_0612_05,6,0,
06_0612_07138_06,06_0612,07138,"111th St., Morgan Park",07:45 AM,06_0612_06,5,0,
06_0612_07133_01,06_0612,07133,"107th St., Beverly Hills",07:47 AM,06_0612_01,14,0,
06_0612_07133_02,06_0612,07133,"107th St., Beverly Hills",07:47 AM,06_0612_02,11,0,
06_0612_07133_03,06_0612,07133,"107th St., Beverly Hills",07:47 AM,06_0612_03,6,0,
06_0612_07133_04,06_0612,07133,"107th St., Beverly Hills",07:47 AM,06_0612_04,2,0,
06_0612_07133_05,06_0612,07133,"107th St., Beverly Hills",07:47 AM,06_0612_05,6,0,
06_0612_07133_06,06_0612,07133,"107th St., Beverly Hills",07:47 AM,06_0612_06,4,0,
06_0612_07128_01,06_0612,07128,"103rd St., Beverly Hills",07:50 AM,06_0612_01,9,0,
06_0612_07128_02,06_0612,07128,"103rd St., Beverly Hills",07:50 AM,06_0612_02,2,0,
06_0612_07128_03,06_0612,07128,"103rd St., Beverly Hills",07:50 AM,06_0612_03,7,0,
06_0612_07128_04,06_0612,07128,"103rd St., Beverly Hills",07:50 AM,06_0612_04,7,0,
