Dir,Train Line,Train ID,Train Key,Stn01,Stn02,Stn03,Stn04,Stn05,Stn06,Stn07,Stn08,Stn09,Stn10,Stn11,Stn12,Stn13,Stn14,Stn15,Stn16,Stn17,Stn18,Stn19,Stn20,Stn21,Stn22,Stn23,Stn24,Stn25,Stn26,Stn27,Stn28,Stn29,Stn30,Stn31,Stn32,Stn33,Stn34,Dptr01,Dptr02,Dptr03,Dptr04,Dptr05,Dptr06,Dptr07,Dptr08,Dptr09,Dptr10,Dptr11,Dptr12,Dptr13,Dptr14,Dptr15,Dptr16,Dptr17,Dptr18,Dptr19,Dptr20,Dptr21,Dptr22,Dptr23,Dptr24,Dptr25,Dptr26,Dptr27,Dptr28,Dptr29,Dptr30,Dptr31,Dptr32,Dptr33,Dptr34
IN,ELBI,200,ELBI_200,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,4:39,4:41,4:43,4:44,4:46,4:48,4:50,4:53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
IN,ELBI,202,ELBI_202,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,5:30,5:32,5:34,5:35,5:37,5:39,5:41,5:44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
IN,ELBI,204,ELBI_204,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,6:10,6:12,6:14,6:15,6:17,6:19,6:21,6:27,6:29,6:30,6:31,6:33,6:35,6:37,6:39,6:40,6:42,6:45,6:47,6:49,6:50,-,6:55,6:57,-,7:00,7:03,7:06,,,,,,
IN,ELBI,500,ELBI_500,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,6:40,6:42,6:44,6:46,6:47,6:49,6:51,-,-,-,-,-,-,-,-,-,-,-,7:04,7:06,7:08,-,-,-,-,7:16,7:19,7:22,,,,,,
IN,ELBI,502,ELBI_502,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,7:00,7:02,7:04,7:05,7:07,7:09,7:12,7:17,-,-,-,-,-,-,-,-,-,-,-,7:27,-,-,-,-,-,7:36,7:39,7:43,,,,,,
IN,ELBI,504,ELBI_504,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,7:20,7:22,7:24,7:25,7:27,7:29,7:32,7:37,-,-,-,-,-,-,-,-,-,-,7:47,-,-,-,-,-,-,7:58,8:01,8:04,,,,,,
IN,ELBI,506,ELBI_506,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,7:40,7:42,7:44,7:45,7:47,7:49,7:52,7:56,7:57,-,7:59,8:01,-,-,-,8:04,-,8:08,8:10,8:12,8:15,8:16,8:19,8:21,8:23,8:27,8:30,8:33,,,,,,
IN,ELBI,508,ELBI_508,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,8:00,8:02,8:04,8:05,8:07,8:09,8:12,8:17,8:19,8:20,8:22,8:23,8:25,8:27,8:28,8:29,8:31,8:35,8:36,8:38,-,-,-,-,-,8:47,8:50,8:53,,,,,,
IN,ELBI,216,ELBI_216,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,9:18,9:20,9:22,9:24,9:26,9:28,9:30,9:34,9:36,9:37,9:39,9:40,9:41,9:43,9:44,9:45,9:47,9:50,9:51,9:53,9:55,9:56,9:59,10:00,10:01,10:03,10:05,10:09,,,,,,
IN,ELBI,220,ELBI_220,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,11:18,11:20,11:22,11:24,11:26,11:28,11:30,11:34,11:36,11:37,11:39,11:40,11:41,11:43,11:44,11:45,11:47,11:50,11:51,11:53,11:55,11:56,11:59,12:00,12:01,12:03,12:05,12:09,,,,,,
IN,ELBI,224,ELBI_224,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,13:18,13:20,13:22,13:24,13:26,13:28,13:30,13:34,13:36,13:37,13:39,13:40,13:41,13:43,13:44,13:45,13:47,13:50,13:51,13:53,13:55,13:56,13:59,14:00,14:01,14:03,14:05,14:09,,,,,,
IN,ELBI,228,ELBI_228,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,15:18,15:20,15:22,15:24,15:26,15:28,15:30,15:34,15:36,15:37,15:39,15:40,15:41,15:43,15:44,15:45,15:47,15:50,15:51,15:53,15:55,15:56,15:59,16:00,16:01,16:03,16:05,16:09,,,,,,
IN,ELBI,232,ELBI_232,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,16:28,16:30,16:32,16:33,16:35,16:37,16:39,16:42,16:43,16:44,16:46,16:47,16:49,16:51,16:52,16:54,16:55,16:58,17:00,17:02,-,-,-,-,-,17:11,17:14,17:20,,,,,,
IN,ELBI,236,ELBI_236,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,17:37,17:39,17:41,17:43,17:45,17:47,17:49,17:52,17:53,17:54,17:56,17:58,17:59,18:01,18:02,18:04,18:05,18:08,18:10,18:12,-,-,-,-,-,18:21,18:24,18:28,,,,,,
IN,ELBI,240,ELBI_240,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,18:43,18:45,18:47,18:48,18:50,18:52,18:54,18:57,18:59,19:00,19:01,19:03,19:04,19:05,19:07,19:08,19:09,19:12,19:13,19:14,19:16,19:17,19:20,19:22,19:23,19:25,19:28,19:31,,,,,,
IN,ELBI,242,ELBI_242,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,19:41,19:43,19:45,19:47,19:48,19:49,19:50,19:53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
IN,ELBI,244,ELBI_244,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,20:43,20:45,20:47,20:49,20:50,20:51,20:52,20:56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
IN,ELBI,246,ELBI_246,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,21:43,21:45,21:47,21:49,21:50,21:51,21:52,21:56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
IN,ELBI,248,ELBI_248,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,22:43,22:45,22:47,22:49,22:50,22:51,22:52,22:56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
IN,ELBI,250,ELBI_250,Blue Island,Burr Oak,Ashland Avenue,Racine Avenue,West Pullman,Stewart Ridge,State Street,"Kensington, 115th St.","111th St., Pullman",107th Street,"103rd St., Rosemoor","95th St., Chicago State Univ.","91st St., Chesterfield","87th St., Woodruff","83rd St., Avalon Park","79th St., Chatham","75th St., Grand Crossing",63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,23:43,23:45,23:47,23:49,23:50,23:51,23:52,23:56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
OUT,ELBI,243,ELBI_243,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20:11,20:14,20:15,20:17,20:18,20:20,20:21,20:23,,,,,,
OUT,ELBI,245,ELBI_245,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21:11,21:14,21:15,21:17,21:18,21:20,21:21,21:25,,,,,,
OUT,ELBI,247,ELBI_247,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22:11,22:14,22:15,22:17,22:18,22:20,22:21,22:25,,,,,,
OUT,ELBI,249,ELBI_249,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23:11,23:14,23:15,23:17,23:18,23:20,23:21,23:25,,,,,,
OUT,ELBI,251,ELBI_251,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0:11,0:14,0:15,0:17,0:18,0:20,0:21,0:25,,,,,,
OUT,ELBI,203,ELBI_203,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5:54,5:56,5:57,5:59,6:00,6:02,6:03,6:05,,,,,,
OUT,ELBI,205,ELBI_205,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,7:10,7:12,7:15,-,-,-,-,-,7:23,-,-,-,-,-,-,-,-,-,-,-,7:35,7:39,7:41,7:47,7:48,7:49,7:50,7:52,,,,,,
OUT,ELBI,215,ELBI_215,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,9:15,9:17,9:20,-,9:22,-,-,-,9:27,-,9:30,9:33,9:35,9:36,9:37,9:39,9:40,9:42,9:44,9:46,9:48,9:51,9:53,9:55,9:56,9:58,10:00,10:02,,,,,,
OUT,ELBI,219,ELBI_219,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,11:15,11:17,11:20,-,11:22,-,-,-,11:27,-,11:30,11:33,11:35,11:36,11:37,11:39,11:40,11:42,11:44,11:46,11:48,11:51,11:53,11:55,11:56,11:58,12:00,12:02,,,,,,
OUT,ELBI,223,ELBI_223,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,13:15,13:17,13:20,-,13:22,-,-,-,13:27,-,13:30,13:33,13:35,13:36,13:37,13:39,13:40,13:42,13:44,13:46,13:48,13:51,13:53,13:55,13:56,13:58,14:00,14:02,,,,,,
OUT,ELBI,227,ELBI_227,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,15:05,15:07,15:10,-,15:12,-,-,-,15:17,-,15:20,15:23,15:25,15:26,15:27,15:29,15:30,15:32,15:34,15:36,15:38,15:41,15:43,15:45,15:46,15:48,15:50,15:52,,,,,,
OUT,ELBI,231,ELBI_231,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,16:11,16:13,16:16,-,16:19,-,-,-,16:24,-,16:26,16:29,16:31,16:33,16:35,16:37,16:39,16:41,16:43,16:45,16:47,16:50,16:52,16:54,16:56,16:58,17:00,17:02,,,,,,
OUT,ELBI,501,ELBI_501,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,16:34,16:36,16:39,16:41,16:43,16:45,-,16:49,16:51,16:53,-,-,-,-,-,-,-,-,-,17:02,17:03,17:06,17:08,17:10,17:12,17:14,17:16,17:19,,,,,,
OUT,ELBI,503,ELBI_503,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,16:54,16:56,16:59,-,-,-,-,17:07,17:09,-,-,-,-,-,-,-,-,-,-,-,17:19,17:22,17:24,17:26,17:28,17:30,17:32,17:34,,,,,,
OUT,ELBI,505,ELBI_505,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",State Street,Stewart Ridge,West Pullman,Racine Avenue,Ashland Avenue,Burr Oak,Blue Island,,,,,,,17:11,17:13,17:16,17:17,17:18,-,-,17:24,17:26,-,-,-,-,-,-,-,-,-,-,-,17:37,17:41,17:43,17:45,17:47,17:49,17:52,17:55,,,,,,
